Contig	T0.R.Dry.soil.A	T0.R.Dry.soil.B	T0.R.Dry.soil.C	T1.R.H218O.A	T1.R.H218O.B	T1.R.H218O.C	T1.R.H218O.P.A	T1.R.H218O.P.B	T1.R.H218O.P.C	T1.R.H2O.A	T1.R.H2O.B	T1.R.H2O.C	T1.R.H2O.P.A	T1.R.H2O.P.B	T1.R.H2O.P.C	T2.R.H218O.A	T2.R.H218O.B	T2.R.H218O.C	T2.R.H218O.P.A	T2.R.H218O.P.B	T2.R.H218O.P.C	T2.R.H2O.A	T2.R.H2O.B	T2.R.H2O.C	T2.R.H2O.P.A	T2.R.H2O.P.B	T2.R.H2O.P.C	T3.R.H218O.A	T3.R.H218O.B	T3.R.H218O.C	T3.R.H218O.P.A	T3.R.H218O.P.B	T3.R.H218O.P.C	T3.R.H2O.A	T3.R.H2O.B	T3.R.H2O.C	T3.R.H2O.P.A	T3.R.H2O.P.B	T3.R.H2O.P.C	Class	Order	host	Phylum
T1-R-H218O-A_NODE_254_length_2258_cov_9.274806	115.25679	0	0	650.1841	367.25302	533.07263	426.33224	803.43335	382.9684	419.17883	173.46306	515.6819	172.39381	636.0722	883.7916	458.00635	193.26741	884.0992	353.84293	216.09761	309.31845	0	0	299.56598	133.52213	154.16817	64.97582	0	991.09845	199.84512	422.1295	417.16077	123.603714	100.24619	248.10153	194.7734	2364.043	501.43066	246.59436	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_269_length_2221_cov_16.814884	946.42865	566.558	1046.8982	757.02905	651.8174	958.4541	440.42545	733.27966	493.17462	1469.0052	1020.32697	1310.6816	701.06305	1011.57446	1059.8809	1311.7316	1073.1217	1559.4116	904.4832	697.863	1125.8077	1785.0426	2398.1746	1335.6978	939.78345	1257.9106	655.0778	1871.1259	1844.4371	1638.6454	1315.924	1551.032	372.33435	1212.075	1648.2233	1945.9093	471.19104	1010.5455	2827.3665	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_281_length_2203_cov_5.275328	0	0	234.54489	469.09766	344.5217	586.85394	225.53601	290.09372	235.51775	202.18541	0	367.69135	217.47423	0	181.17128	0	0	589.55743	0	159.60504	240.95108	0	363.31418	311.43127	300.0297	0	288.59137	265.96967	396.00626	244.91072	216.33418	0	152.49673	381.63892	473.51602	268.74094	154.21106	222.86302	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_294_length_2188_cov_34.602740	228.73878	0	354.22925	4220.8345	3616.5825	6158.366	4094.5754	4305.861	11967.28	6122.4136	9155.217	7467.8716	14188.257	8664.768	7828.8813	2835.955	3891.8428	4748.7935	6552.073	3414.0383	3042.1133	1752.3608	3832.2417	4862.486	5676.0474	4022.3848	3386.2559	1700.9816	2692.812	2080.3206	1401.3787	4403.47	1906.2853	4574.115	4895.642	2481.6355	2105.9375	2642.3167	4375.7036	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_320_length_2148_cov_10.102070	0	1284.0537	0	943.12646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.73682	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H218O-A_NODE_359_length_2094_cov_11.478992	205.54594	437.0323	407.1437	916.5295	657.7892	1676.565	1141.8905	1752.4048	869.9736	1483.6512	1255.8972	1136.3159	689.95844	1082.7244	1544.2642	1035.937	892.3963	1114.1454	1062.9047	743.6148	970.613	572.9737	627.9427	733.7343	542.6918	596.7678	259.82312	1077.8031	917.7711	1091.5381	1014.58075	835.403	155.49826	470.99573	571.96625	468.5237	266.6675	564.62714	2437.4844	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_426_length_2020_cov_5.683427	0	0	0	113.687805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_480_length_1964_cov_6.638141	530.0404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H218O-A_NODE_492_length_1955_cov_3.552548	0	0	145.36385	453.08975	452.93	507.37582	293.85654	221.44386	165.13416	165.17928	457.9374	440.23044	413.5417	335.84238	245.81761	387.06696	263.28677	541.31836	338.6239	190.86292	300.09744	466.9548	385.03296	395.42273	260.98154	278.50763	256.40802	222.00668	310.42874	200.71178	234.96587	0	163.91045	322.53854	592.87054	419.63843	179.76556	169.13115	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_570_length_1891_cov_4.010440	174.67853	262.1385	266.41187	589.8677	0	465.6098	238.11507	114.46925	201.2093	117.7722	133.1539	140.55481	0	0	116.30007	0	278.11493	0	0	91.07197	73.870026	0	80.6206	0	98.1143	0	71.12064	0	0	114.12763	0	0	46.464264	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_673_length_1824_cov_9.298916	142.68082	0	141.63991	822.8743	0	0	161.73692	0	265.49118	0	0	263.67972	0	174.3569	205.41907	0	122.69394	0	275.3368	0	91.90015	0	135.82072	0	108.07566	0	0	0	374.31427	215.12692	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_685_length_1818_cov_2.870635	0	111.86232	99.47516	234.59389	201.00958	190.0441	153.73015	136.07504	152.20993	183.75185	507.8354	403.78674	144.11742	197.50427	138.89146	221.99219	326.21204	343.97455	0	126.30515	249.71767	373.02078	314.46692	244.50197	108.43235	127.653725	188.3036	0	180.82019	172.66954	183.18742	0	130.77527	271.25003	398.46738	251.21765	133.17067	66.13689	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_699_length_1805_cov_2.874856	0	0	0	290.81046	607.3719	284.03195	253.7612	0	0	0	0	427.7308	0	0	0	0	241.77164	0	0	95.411125	0	158.95311	0	0	0	0	0	0	0	0	0	0	0	134.36244	149.83257	0	0	83.26653	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_704_length_1801_cov_4.417341	0	84.68866	100.41412	551.0346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.26251	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_771_length_1761_cov_2.320118	0	0	0	135.06595	103.75793	0	0	0	0	0	127.0965	0	144.53128	139.81514	0	0	0	0	0	0	39.661617	177.73602	0	0	0	0	0	252.62558	122.055405	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_798_length_1749_cov_7.181764	183.13751	0	0	497.07657	369.66245	433.31693	612.5474	424.33005	679.0051	1362.4741	2639.3506	492.0815	0	252.22084	139.71378	1297.9689	620.583	1498.9376	0	549.7686	499.1717	3601.4788	838.97394	3436.521	238.68027	592.0007	646.6159	2369.8801	1330.1343	392.6159	246.22548	353.91373	159.57529	2398.8958	2855.1316	1112.2139	696.5873	759.0711	1397.2428	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_812_length_1744_cov_21.106993	367.3251	371.6905	0	1683.6189	0	0	324.9577	224.59406	145.44603	0	0	232.23167	94.431854	294.12085	168.13716	368.8122	173.23485	303.4052	248.69872	131.66443	160.19292	0	131.12404	0	76.463684	0	203.30403	199.09315	202.99203	163.12148	125.11192	748.43585	80.016396	143.69745	0	1192.9957	0	155.12212	239.45389	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T1-R-H218O-A_NODE_858_length_1726_cov_4.104532	0	88.368645	0	213.83508	407.16132	71.02945	98.953766	0	0	193.54625	186.40605	0	86.74242	213.97546	0	0	0	0	0	0	0	0	0	0	0	0	141.67189	0	271.03687	0	76.51536	0	89.83429	168.61472	167.88266	225.40697	0	43.53884	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_878_length_1722_cov_6.778316	145.31953	236.19708	165.03271	924.0082	0	284.77777	405.75116	0	227.65196	0	0	235.19861	173.88782	113.19383	0	0	207.93843	0	0	0	137.90358	0	276.66513	0	77.44057	207.33894	0	0	0	0	126.71033	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_935_length_1701_cov_4.314724	0	0	0	486.99478	322.25345	334.15842	0	0	0	176.75177	427.63373	312.50928	316.8622	186.96474	167.59903	0	105.2528	480.75238	0	172.95955	197.09096	245.3405	722.60834	318.12814	320.4036	346.33282	362.97906	1543.7034	0	0	0	0	191.42467	684.3716	817.68036	422.63446	420.1047	117.80998	327.34277	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_975_length_1682_cov_25.068901	565.34656	1246.8542	1551.336	936.22986	233.97495	589.7264	360.0137	686.3619	452.42184	0	299.39835	684.752	151.31961	317.1609	416.4666	284.93066	631.99786	1029.564	407.15677	524.73987	166.09775	0	203.93607	241.2913	193.03493	419.2327	312.56256	0	496.11844	361.5974	631.5494	704.0217	202.80545	245.11957	424.94345	472.66354	157.86784	101.26965	524.14746	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T1-R-H218O-A_NODE_1090_length_1641_cov_16.600000	0	0	0	2069.1833	0	2119.0078	0	113.06418	196.73204	0	0	123.40402	0	0	0	0	122.7388	0	0	135.5558	59.586685	0	0	0	0	0	0	0	0	0	55.98516	0	0	0	0	0	0	0	226.20764	Duplopiviricetes	Durnavirales	Fungi	Pisuviricota
T1-R-H218O-A_NODE_1203_length_1603_cov_2.745431	162.35173	0	0	322.34003	280.5781	187.72269	261.52347	366.52402	287.7081	180.61098	209.43567	189.4941	0	377.59027	177.84526	236.03116	237.33585	720.2024	0	317.82626	169.92639	154.57655	0	120.563225	97.65716	0	163.98323	162.45406	197.18503	330.46072	164.77293	218.2575	0	95.819496	247.04482	195.21738	104.74799	181.26788	395.5988	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T1-R-H218O-A_NODE_1227_length_1595_cov_12.693570	0	0	0	1532.3671	3004.9067	2110.2446	4302.7095	2016.2993	1640.9329	83.777016	0	682.4262	1271.8939	0	2226.5557	1012.1174	456.00607	241.27158	85.87306	107.97309	227.70493	0	8620.315	617.9565	1512.1904	0	180.13647	938.7961	0	578.1317	590.3978	5644.101	0	0	981.0242	0	2555.9397	0	1774.5776	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T1-R-H218O-A_NODE_1229_length_1594_cov_55.046619	138.15019	135.55586	153.97343	0	0	0	38.96297	0	0	0	0	0	0	0	0	94.945526	77.21867	0	114.56925	0	0	163.63086	197.26187	72.74637	54.560307	106.39454	0	176.98557	95.18322	135.39232	46.82918	0	0	126.790146	169.6661	84.894966	63.693596	34.572502	106.73552	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_1301_length_1574_cov_2.204258	0	0	0	218.85265	0	0	0	0	0	0	0	0	104.630974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.72998	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_1365_length_1551_cov_6.631081	0	0	0	412.46777	471.22556	0	0	0	520.36957	0	0	0	0	562.2241	414.88055	683.0446	0	496.2323	0	0	643.95276	0	147.44057	0	171.95702	253.21822	354.72778	979.42017	309.76993	0	0	0	0	0	0	0	0	300.39838	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H218O-A_NODE_1401_length_1542_cov_10.503739	642.6403	527.5375	829.3375	404.2374	0	325.24805	407.8036	106.953926	0	317.74054	607.8037	0	242.7325	385.87436	301.0913	523.4524	595.04175	0	333.0923	0	181.17798	0	574.6668	714.39575	251.92094	173.65646	71.35963	0	0	0	245.76561	0	80.443054	760.1818	225.49841	422.33456	0	64.97885	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_1410_length_1540_cov_10.727025	0	0	0	1155.703	273.80276	593.4439	0	0	0	0	0	0	68.05337	0	148.09659	0	72.66031	327.97852	11287.963	0	145.13062	0	346.48532	0	146.83098	156.49379	0	0	262.72214	0	48.471245	0	0	89.2405	577.02216	12148.275	157.21057	361.10098	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_1499_length_1515_cov_2.765235	0	100.67609	153.47595	341.06342	0	147.1309	292.08728	0	669.72375	0	0	150.37573	0	0	53.76444	0	2644.1638	0	0	454.69855	0	0	0	0	114.81073	0	0	0	0	7161.4688	299.41672	0	0	1334.0164	0	122.81753	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_1598_length_1490_cov_3.169838	0	0	0	396.32678	0	0	0	0	0	0	0	0	0	0	0	0	105.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.75429	0	0	80.695885	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_2032_length_1397_cov_7.910256	0	0	0	364.00095	0	526.5432	544.60315	0	0	0	0	0	691.25073	1028.0966	688.00775	0	808.9896	946.9196	0	0	0	0	566.1079	0	0	300.30008	459.47025	908.74554	0	435.3664	0	0	0	428.22214	0	387.46622	0	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T1-R-H218O-A_NODE_2672_length_1303_cov_13.778409	0	234.11249	287.4975	673.5139	215.73613	530.3149	142.99382	474.64395	53.09242	1991.2043	0	563.3801	0	0	0	0	326.3301	904.4791	0	737.9473	42.88203	160.13974	0	0	0	137.00601	511.3833	174.87498	97.0338	0	202.70992	0	0	0	0	129.81828	0	0	415.45905	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T1-R-H218O-A_NODE_3153_length_1245_cov_7.938671	0	0	0	0	0	107.42328	0	0	0	71.55253	0	0	48.10198	0	117.76355	0	0	0	0	0	112.19937	0	0	0	0	0	68.74216	0	0	0	0	0	0	0	0	67.93302	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_3177_length_1243_cov_3.145051	0	0	0	283.72955	316.60968	206.2259	124.913475	315.1183	0	349.3798	371.37762	336.0166	222.82962	181.5741	157.27072	243.51276	234.05621	464.3944	128.55629	161.64113	134.85588	293.77203	436.93948	310.96198	139.93423	157.98128	196.7222	139.66954	315.3247	347.24915	152.44191	173.2121	149.69008	318.6829	388.52972	224.53967	150.7929	120.913994	273.75128	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_3226_length_1237_cov_3.349914	0	0	0	92.82513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_3294_length_1230_cov_3.818809	0	0	0	426.75842	0	0	0	0	0	0	0	0	0	0	0	0	0	508.41113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547.1332	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H218O-A_NODE_3327_length_1227_cov_3.259516	0	0	0	320.85138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_3505_length_1210_cov_3.296752	148.90327	0	85.40535	176.23622	0	0	0	0	0	0	265.8982	188.28036	0	271.31067	471.21643	0	0	0	0	0	0	0	0	0	71.87531	0	0	0	177.63599	210.78882	0	289.1461	102.51503	0	0	69.898026	535.7146	604.49664	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_3711_length_1190_cov_9.512958	0	149.5336	0	1185.4651	0	206.04509	534.95514	190.56224	0	0	0	191.44475	138.39426	146.55621	0	0	169.25577	0	95.91564	0	0	0	272.23846	0	58.46664	120.01266	0	164.12637	0	0	96.50384	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_3955_length_1171_cov_2.660909	0	75.97993	0	280.16272	0	95.17648	92.81573	211.25912	98.46203	0	0	86.467125	198.1742	70.08666	125.205475	107.70223	0	205.39505	272.9214	73.534195	196.82797	89.09568	0	222.80518	84.17165	0	78.306694	0	118.76904	92.150024	93.166176	0	70.619514	144.97603	197.96106	101.11636	63.35888	64.17425	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_4085_length_1161_cov_3.306422	172.43082	98.52989	244.77719	536.8941	0	105.59589	93.61517	0	228.41324	124.68535	0	174.42378	0	0	70.15772	97.7669	96.37973	0	186.7918	0	0	0	0	49.93872	34.957443	0	0	0	130.6822	177.43802	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_4219_length_1150_cov_2.735867	0	0	0	249.6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.9542	0	0	0	0	0	0	434.02307	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_4536_length_1125_cov_2.377609	0	474.51996	0	262.45642	0	0	0	0	0	0	0	213.75636	0	0	0	213.00151	0	0	0	0	0	0	0	0	0	0	0	154.3193	393.35345	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_4625_length_1119_cov_7.634542	384.64093	0	692.63055	307.84097	854.1145	0	104.06666	119.74968	0	0	225.017	0	214.07315	0	116.46559	518.45294	359.98993	0	0	0	0	163.16293	68.120445	86.355156	67.35767	0	0	0	0	157.79819	194.99123	192.4063	0	0	0	0	0	98.49609	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_4660_length_1118_cov_1.863419	411.84442	227.37668	0	278.77194	0	677.8813	0	0	0	0	0	0	368.2673	0	0	0	380.32928	0	285.8595	0	299.86737	0	494.31494	570.45386	103.71989	0	0	213.51762	0	0	0	0	83.21323	376.0065	120.9516	0	216.55124	71.69759	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_4969_length_1100_cov_2.422741	0	346.6461	93.94589	283.33365	0	101.31969	0	0	73.37211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.918434	276.1965	229.88188	0	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T1-R-H218O-A_NODE_5146_length_1090_cov_2.654563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.93634	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_5379_length_1078_cov_5.410129	0	0	203.7092	661.9234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_5767_length_1061_cov_2.395960	0	0	0	216.44617	0	0	0	0	0	41.98063	105.47451	0	0	0	0	0	0	136.01372	0	0	0	86.04115	0	0	0	50.476578	0	0	0	0	0	0	0	0	0	87.68546	0	75.5494	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_6212_length_1039_cov_1.810950	173.40997	0	0	205.24142	432.88422	0	0	317.46478	88.776924	128.6086	107.707855	292.3571	57.63904	0	0	242.77057	818.49493	231.4895	0	207.1909	201.6673	75.31115	0	604.5277	0	0	353.02072	772.80334	340.72964	0	331.58682	0	0	0	232.40735	0	30.066662	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_6373_length_1031_cov_3.446875	0	98.625465	0	278.4304	0	0	0	0	0	97.20489	0	0	0	0	0	0	97.67912	0	0	0	0	126.49253	0	0	89.97776	0	106.727974	0	0	0	33.415974	0	45.117546	0	187.36856	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_6517_length_1024_cov_4.952781	0	0	0	80.095345	0	0	166.79121	0	0	195.73877	0	0	146.2084	0	95.45288	566.5516	174.83887	493.24896	178.34315	42.045185	0	560.3718	223.32063	0	0	0	71.63838	0	987.77374	277.81625	0	933.0131	121.135925	0	0	0	0	0	0	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T1-R-H218O-A_NODE_6697_length_1016_cov_23.245503	1477.7966	925.75433	1309.5558	960.6396	249.00958	329.08954	0	263.77933	0	416.48007	0	0	0	222.14232	192.40897	285.50632	0	0	381.96326	0	0	0	450.15814	0	159.7858	0	0	0	0	193.10608	197.80438	0	91.56731	421.712	598.9247	0	319.00327	0	91.34024	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_7078_length_1001_cov_3.513978	0	0	0	385.09775	0	0	0	0	0	0	0	0	0	0	0	0	0	816.9428	0	0	0	0	0	250.9907	0	0	0	0	0	274.39966	0	0	0	0	0	0	0	0	602.6083	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_7769_length_976_cov_3.194475	0	0	0	235.29648	0	0	0	168.97844	0	0	0	0	0	0	0	0	0	0	0	0	50.09311	227.15518	78.101204	0	0	0	0	0	0	0	0	0	0	66.26344	0	43.328182	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_7819_length_974_cov_4.456257	143.87529	287.09225	0	471.5593	606.0767	617.9045	478.2365	529.1419	544.53345	148.62392	517.0308	311.86758	122.971176	0	0	0	298.698	0	234.37291	368.363	0	348.12717	723.91956	337.31708	107.14882	183.28421	150.63184	378.76755	675.0125	0	0	0	84.90294	771.8942	614.83435	416.80466	112.25607	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_9054_length_936_cov_2.041618	0	0	0	157.72621	0	0	0	0	0	166.55455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.10114	0	0	0	0	0	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H218O-A_NODE_9135_length_934_cov_3.478563	0	0	0	439.06653	0	190.9236	166.23924	198.64915	0	71.53337	0	433.63168	96.17821	65.90323	122.092476	1269.2949	95.84314	721.0377	1661.99	1490.4583	1031.958	223.40694	183.6298	165.53563	1409.1356	2484.7375	4876.1143	0	297.8127	189.05373	4112.8306	2564.4988	4415.885	553.9453	124.09657	90.553116	5573.0645	4639.761	231.83861	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T1-R-H218O-A_NODE_9316_length_929_cov_5.966200	0	670.4063	0	706.2875	0	251.93594	0	88.763695	0	0	0	0	0	0	0	0	0	310.67935	0	0	0	0	0	0	0	153.72989	0	0	0	63.357082	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T1-R-H218O-A_NODE_9355_length_928_cov_7.014002	0	0	389.75397	901.48694	0	336.27655	468.47937	177.7187	335.46054	0	0	272.7721	0	0	0	462.075	482.31412	984.87805	295.18866	108.25427	361.2626	168.63853	0	0	87.46895	0	184.44826	935.39453	831.0924	126.85071	0	348.0107	0	0	270.6143	0	0	194.34837	300.0054	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T1-R-H218O-A_NODE_9406_length_927_cov_8.990654	0	0	0	159.25752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_9760_length_919_cov_2.864387	0	0	0	321.28778	0	218.29486	101.37156	213.10773	0	0	0	123.94954	0	200.9367	540.6573	0	0	680.46326	0	0	0	0	0	0	75.70762	0	39.911697	259.7527	192.6105	0	62.480724	175.70944	123.72825	0	0	0	220.95233	218.05743	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T1-R-H218O-A_NODE_9907_length_915_cov_4.151659	0	0	0	268.91028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.810295	0	0	0	0	0	107.32334	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T1-R-H218O-A_NODE_10130_length_909_cov_3.167064	0	0	0	369.93652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.040985	0	111.65229	47.254112	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_10547_length_900_cov_2.510253	0	0	0	218.71368	187.40279	0	224.27519	171.79474	0	445.41443	310.85684	210.94377	241.21138	205.1787	0	224.21211	99.46389	187.06924	0	0	46.562737	289.80844	0	0	167.4961	0	67.9238	229.06773	182.62839	76.298355	172.25935	0	103.369316	287.4361	493.67453	225.53761	182.22902	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_10780_length_895_cov_1.941748	0	312.43335	0	119.13175	0	0	0	0	0	0	62.51869	0	167.28201	0	0	338.19702	225.04398	0	0	0	0	0	0	0	77.73776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_11075_length_889_cov_1.475550	0	200.16309	174.36526	258.32324	63.240532	137.90419	78.594315	81.162865	0	0	0	56.947697	0	115.3986	36.649323	127.67983	0	270.54846	128.39102	0	0	0	0	0	0	40.161716	0	0	0	110.34632	0	0	63.95178	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_11404_length_881_cov_3.112346	0	0	0	93.09607	0	0	0	0	0	0	0	0	161.4433	81.51254	46.227654	0	0	0	0	48.86977	0	0	64.89226	98.71541	0	0	0	0	0	0	0	0	0	45.880474	43.854027	105.60076	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T1-R-H218O-A_NODE_12746_length_855_cov_3.076531	245.85004	0	0	316.5593	0	156.42339	0	0	512.4401	0	0	0	0	0	0	0	0	0	186.89528	184.63821	0	0	0	0	196.65533	0	0	0	0	0	40.294586	0	0	0	0	0	0	0	0	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T1-R-H218O-A_NODE_13050_length_850_cov_2.441592	0	0	0	250.87746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T1-R-H218O-A_NODE_13104_length_849_cov_2.374036	0	0	0	231.85197	860.8608	406.9495	493.78342	145.69165	339.5142	314.78055	0	253.43065	114.624626	531.67633	287.82025	237.68066	118.61859	254.96564	134.44006	0	189.21255	291.85657	224.46046	273.16306	191.21597	283.86386	230.41289	191.70631	134.03006	0	196.13353	0	79.14023	190.4391	136.52084	0	243.76927	224.23444	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
